Site,Week Removed,Days in Stream,Substrate Number,Substrate,RespRateAvg,RespRateInd,Pre Dry Weight,Post Dry Weight,Ashed Weight,Post AFDM,Pre AFDM,Breakdown,Conductivity,Temp,pH,H,Turbidity,DO,Chloride,SRP,Nitrate,Ammonium,DIN,Sulfate,Magnesium,Manganese,Total Alkalinity,Iron,Total Hardness,Open Water,Perennial Ice/Snow,"Developed, Open Space","Developed, Low Intensity","Developed, Medium Inensity ","Developed, High Intensity",Barren Land (Rock/Sand/Clay,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrub/Scrub,Grassland/Herbaceous,Pasture/Hay,Cultivated Crops,Woody Wetlands,Emergent Herbaceous Wetlands
ChCr01,1,7,204,Cellulose Sponge,NA,NA,0.2429,0.3736,0.1920,0.1816,0.218719305,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,1,7,208,Cellulose Sponge,NA,NA,0.2653,0.4345,0.2295,0.2050,0.238889385,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,2,14,196,Cellulose Sponge,0.379895478,0.148534202,0.2573,0.2657,0.0815,0.1842,0.231685785,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,2,14,202,Cellulose Sponge,0.379895478,0.388974642,0.2457,0.3258,0.1444,0.1814,0.221240565,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,2,14,203,Cellulose Sponge,0.379895478,0.521254355,0.2343,0.2755,0.1033,0.1722,0.210975435,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,2,14,207,Cellulose Sponge,0.379895478,0.460818713,0.2857,0.3285,0.1233,0.2052,0.257258565,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,3,21,194,Cellulose Sponge,1.591565201,1.368350168,0.2814,0.3407,0.1625,0.1782,0.25338663,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,3,21,198,Cellulose Sponge,1.591565201,1.914923619,0.2308,0.5297,0.3595,0.1702,0.20782386,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,3,21,200,Cellulose Sponge,1.591565201,1.377286432,0.2812,0.4016,0.2026,0.199,0.243031455,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,3,21,205,Cellulose Sponge,1.591565201,1.705700586,0.2699,0.7739,0.5862,0.1877,0.25320654,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,4,28,195,Cellulose Sponge,1.638363231,1.715570698,0.2655,0.3937,0.1002,0.2935,0.239069475,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,4,28,199,Cellulose Sponge,1.638363231,1.206966967,0.2592,0.5382,0.0387,0.4995,0.23339664,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,4,28,206,Cellulose Sponge,1.638363231,1.992552026,0.3105,0.6107,0.4281,0.1826,0.279589725,0.0089,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,1,7,200,Wood Veneer,NA,NA,0.2512,0.2903,0.0460,0.2443,0.248107728,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,1,7,204,Wood Veneer,NA,NA,0.2020,0.2172,0.0186,0.1986,0.19951338,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,2,14,196,Wood Veneer,0.034640931,0.037156932,0.2144,0.1456,0.0035,0.1421,0.211760736,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,2,14,203,Wood Veneer,0.034640931,0.03212493,0.1904,0.181,0.0017,0.1793,0.188056176,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,3,21,194,Wood Veneer,0.0566638,0.056683987,0.1911,0.2167,0.0050,0.2117,0.188747559,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,3,21,198,Wood Veneer,0.0566638,0.060529634,0.1855,0.1621,0.0035,0.1586,0.183216495,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,3,21,208,Wood Veneer,0.0566638,0.052777778,0.1753,0.1762,0.0034,0.1728,0.173142057,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,4,28,199,Wood Veneer,0.128465673,0.119511091,0.2273,0.2287,0.0078,0.2209,0.224501937,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,4,28,202,Wood Veneer,0.128465673,0.130363933,0.2046,0.2081,0.0240,0.1841,0.202081374,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,4,28,206,Wood Veneer,0.128465673,0.135521996,0.2156,0.1583,0.0060,0.1523,0.212945964,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,5,35,193,Wood Veneer,0.138780155,0.177045805,0.207,0.2011,0.0068,0.1943,0.20445183,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,5,35,195,Wood Veneer,0.138780155,0.114025086,0.181,0.1841,0.0087,0.1754,0.17877189,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,5,35,207,Wood Veneer,0.138780155,0.125269573,0.2204,0.2324,0.0191,0.2133,0.217686876,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,6,49,197,Wood Veneer,0.115363679,0.103771849,0.2222,0.2316,0.0142,0.2174,0.219464718,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,6,49,201,Wood Veneer,0.115363679,0.128033473,0.2207,0.1986,0.0074,0.1912,0.217983183,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
ChCr01,6,49,205,Wood Veneer,0.115363679,0.114285714,0.2204,0.228,0.0180,0.21,0.217686876,2.00E-05,1477.166667,19.3,7.288333333,5.14833E-08,274.16,6.131666667,89.658,0.0086,0.3003,0.4270,0.7273,306.6667,200.0000,0.0270,351.6667,20.4333,655.0000,0,0,6.4,2.8,0.3,0,0,89.2,0,0,0,1.1,0.3,0,0,0
CsCr,1,7,49,Cellulose Sponge,NA,NA,0.2691,0.2113,0.0584,0.1529,0.242311095,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,1,7,60,Cellulose Sponge,NA,NA,0.3045,0.2955,0.1163,0.1792,0.274187025,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,1,7,62,Cellulose Sponge,NA,NA,0.3122,0.3450,0.1572,0.1878,0.28112049,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,1,7,64,Cellulose Sponge,NA,NA,0.3145,0.3461,0.1648,0.1813,0.283191525,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,2,14,54,Cellulose Sponge,1.070079818,0.930098832,0.2975,0.1619,0.0506,0.1113,0.267883875,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,2,14,58,Cellulose Sponge,1.070079818,1.877787234,0.3176,0.2149,0.0974,0.1175,0.28598292,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,2,14,59,Cellulose Sponge,1.070079818,1.48121752,0.3152,0.206,0.0713,0.1347,0.28382184,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,2,14,61,Cellulose Sponge,1.070079818,-0.008784314,0.2819,0.1947,0.0672,0.1275,0.253836855,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,3,21,50,Cellulose Sponge,1.668075417,1.806124604,0.3074,0.1646,0.0699,0.0947,0.27679833,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,3,21,52,Cellulose Sponge,1.668075417,1.875031368,0.2727,0.1838,0.1041,0.0797,0.245552715,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,3,21,53,Cellulose Sponge,1.668075417,1.616592593,0.3053,0.1552,0.0877,0.0675,0.274907385,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,3,21,57,Cellulose Sponge,1.668075417,1.374553102,0.3331,0.174,0.0789,0.0951,0.299939895,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,4,28,51,Cellulose Sponge,3.407929793,2.727868852,0.2983,0.1175,0.0504,0.0671,0.268604235,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,4,28,55,Cellulose Sponge,3.407929793,4.113572543,0.3079,0.093,0.0289,0.0641,0.277248555,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,4,28,56,Cellulose Sponge,3.407929793,3.952777778,0.3026,0.1771,0.1195,0.0576,0.27247617,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,4,28,63,Cellulose Sponge,3.407929793,2.8375,0.2885,0.124,0.0600,0.064,0.259779825,0.0506,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,1,7,49,Wood Veneer,NA,NA,0.2175,0.2074,0.0035,0.2039,0.214822575,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,1,7,60,Wood Veneer,NA,NA,0.1853,0.1959,0.0167,0.1792,0.183018957,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,2,14,58,Wood Veneer,0.03699736,0.031145717,0.1893,0.1864,0.0066,0.1798,0.186969717,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,2,14,59,Wood Veneer,0.03699736,0.042849003,0.1832,0.1828,0.0073,0.1755,0.180944808,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,3,21,50,Wood Veneer,0.012646477,0.013429989,0.2741,0.2701,0.0080,0.2621,0.270725829,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,3,21,52,Wood Veneer,0.012646477,0.008733624,0.1928,0.1898,0.0066,0.1832,0.190426632,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,3,21,57,Wood Veneer,0.012646477,0.015775817,0.2017,0.1999,0.0072,0.1927,0.199217073,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,4,28,51,Wood Veneer,0.181022603,0.160385542,0.214,0.2231,0.0156,0.2075,0.21136566,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,4,28,53,Wood Veneer,0.181022603,0.175353535,0.2059,0.2231,0.0251,0.198,0.203365371,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,4,28,56,Wood Veneer,0.181022603,0.207328731,0.1955,0.1989,0.0106,0.1883,0.193093395,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,5,35,61,Wood Veneer,0.251921129,0.245563549,0.2183,0.2235,0.0150,0.2085,0.215612727,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,5,35,62,Wood Veneer,0.251921129,0.242219542,0.1727,0.1738,0.0080,0.1658,0.170574063,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,5,35,63,Wood Veneer,0.251921129,0.267980296,0.1701,0.1676,0.0052,0.1624,0.168006069,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,6,49,54,Wood Veneer,0.165263125,0.217272186,0.1843,0.1815,0.0136,0.1679,0.182031267,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,6,49,55,Wood Veneer,0.165263125,0.097027348,0.1806,0.1772,0.0090,0.1682,0.178376814,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
CsCr,6,49,64,Wood Veneer,0.165263125,0.181489842,0.1789,0.1919,0.0147,0.1772,0.176697741,0.0004,1021.333333,19.63333333,7.893333333,1.2784E-08,26.674,5.85,88.402,0.0345,0.3105,2.1450,2.4555,206.6667,60.0000,0.0173,411.6667,0.6667,425.0000,28.1,0,5.3,7.3,24.5,34.9,0,0,0,0,0,0,0,0,0,0
LrCr,1,7,66,Cellulose Sponge,NA,NA,0.2627,0.3952,0.2305,0.1647,0.236548215,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,1,7,67,Cellulose Sponge,NA,NA,0.3019,0.6527,0.4630,0.1897,0.271845855,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,1,7,72,Cellulose Sponge,NA,NA,0.2929,0.7032,0.5121,0.1911,0.263741805,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,1,7,78,Cellulose Sponge,NA,NA,0.2805,0.6882,0.5057,0.1825,0.252576225,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,2,14,70,Cellulose Sponge,1.737851211,1.490526316,0.3104,0.3456,0.1936,0.152,0.27949968,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,2,14,71,Cellulose Sponge,1.737851211,1.659094077,0.2865,0.4678,0.3243,0.1435,0.257978925,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,2,14,74,Cellulose Sponge,1.737851211,1.991416309,0.2938,0.4603,0.3205,0.1398,0.26455221,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,2,14,79,Cellulose Sponge,1.737851211,1.810368144,0.2568,0.4496,0.3165,0.1331,0.23123556,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,3,21,65,Cellulose Sponge,1.206170254,0.666666667,0.3287,0.3099,0.1479,0.162,0.295977915,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
